phrase ids,sentiment values,score
47851,0.69444,3
47852,0.77778,3
47853,0.69444,3
47854,0.81944,4
47855,0.77778,3
47856,0.5,2
47857,0.61111,3
47858,0.65278,3
47859,0.69444,3
47860,0.77778,3
47861,0.5,2
47862,0.63889,3
47863,0.56944,2
47864,0.5,2
47865,0.65278,3
47866,0.26389,1
47867,0.36111,1
47868,0.51389,2
47869,0.5,2
47870,0.51389,2
47871,0.5,2
47872,0.73611,3
47873,0.5,2
47874,0.73611,3
47875,0.70833,3
47876,0.66667,3
47877,0.90278,4
47878,0.75,3
47879,0.5,2
47880,0.5,2
47881,0.625,3
47882,0.73611,3
47883,0.77778,3
47884,0.72222,3
47885,0.77778,3
47886,0.73611,3
47887,0.68056,3
47888,0.76389,3
47889,0.70833,3
47890,0.66667,3
47891,0.75,3
47892,0.59722,2
47893,0.88889,4
47894,0.86111,4
47895,0.51389,2
47896,0.55556,2
47897,0.56944,2
47898,0.51389,2
47899,0.51389,2
47900,0.51389,2
47901,0.68056,3
47902,0.22222,1
47903,0.26389,1
47904,0.5,2
47905,0.5,2
47906,0.5,2
47907,0.47222,2
47908,0.75,3
47909,0.63889,3
47910,0.83333,4
47911,0.72222,3
47912,0.63889,3
47913,0.38889,1
47914,0.5,2
47915,0.56944,2
47916,0.041667,0
47917,0.65278,3
47918,0.44444,2
47919,0.5,2
47920,0.73611,3
47921,0.61111,3
47922,0.58333,2
47923,0.5,2
47924,0.66667,3
47925,0.55556,2
47926,0.77778,3
47927,0.44444,2
47928,0.75,3
47929,0.66667,3
47930,0.63889,3
47931,0.44444,2
47932,0.625,3
47933,0.52778,2
47934,0.61111,3
47935,0.5,2
47936,0.61111,3
47937,0.52778,2
47938,0.38889,1
47939,0.55556,2
47940,0.56944,2
47941,0.5,2
47942,0.5,2
47943,0.58333,2
47944,0.61111,3
47945,0.625,3
47946,0.76389,3
47947,0.73611,3
47948,0.66667,3
47949,0.73611,3
47950,0.66667,3
47951,0.48611,2
47952,0.625,3
47953,0.44444,2
47954,0.41667,2
47955,0.5,2
47956,0.86111,4
47957,0.75,3
47958,0.5,2
47959,0.54167,2
47960,0.56944,2
47961,0.73611,3
47962,0.5,2
47963,0.66667,3
47964,0.66667,3
47965,0.59722,2
47966,0.63889,3
47967,0.51389,2
47968,0.77778,3
47969,0.77778,3
47970,0.5,2
47971,0.5,2
47972,0.44444,2
47973,0.5,2
47974,0.51389,2
47975,0.5,2
47976,0.40278,2
47977,0.55556,2
47978,0.72222,3
47979,0.5,2
47980,0.69444,3
47981,0.65278,3
47982,0.625,3
47983,0.45833,2
47984,0.5,2
47985,0.13889,0
47986,0.54167,2
47987,0.66667,3
47988,0.58333,2
47989,0.69444,3
47990,0.70833,3
47991,0.86111,4
47992,0.33333,1
47993,0.33333,1
47994,0.22222,1
47995,0.47222,2
47996,0.52778,2
47997,0.51389,2
47998,0.66667,3
47999,0.51389,2
48000,0.56944,2
48001,0.94444,4
48002,0.80556,4
48003,0.5,2
48004,0.80556,4
48005,0.79167,3
48006,0.55556,2
48007,0.54167,2
48008,0.70833,3
48009,0.79167,3
48010,0.86111,4
48011,0.80556,4
48012,0.73611,3
48013,0.75,3
48014,0.625,3
48015,0.84722,4
48016,0.80556,4
48017,0.69444,3
48018,0.61111,3
48019,0.5,2
48020,0.65278,3
48021,0.59722,2
48022,0.5,2
48023,0.51389,2
48024,0.5,2
48025,0.47222,2
48026,0.625,3
48027,0.59722,2
48028,0.51389,2
48029,0.55556,2
48030,0.5,2
48031,0.44444,2
48032,0.59722,2
48033,0.5,2
48034,0.5,2
48035,0.55556,2
48036,0.76389,3
48037,0.875,4
48038,0.81944,4
48039,0.83333,4
48040,0.34722,1
48041,0.63889,3
48042,0.77778,3
48043,0.52778,2
48044,0.83333,4
48045,0.73611,3
48046,0.80556,4
48047,0.55556,2
48048,0.75,3
48049,0.625,3
48050,0.55556,2
48051,0.66667,3
48052,0.77778,3
48053,0.59722,2
48054,0.75,3
48055,0.77778,3
48056,0.86111,4
48057,0.47222,2
48058,0.72222,3
48059,0.76389,3
48060,0.5,2
48061,0.54167,2
48062,0.5,2
48063,0.47222,2
48064,0.58333,2
48065,0.48611,2
48066,0.29167,1
48067,0.15278,0
48068,0.84722,4
48069,0.77778,3
48070,0.72222,3
48071,0.77778,3
48072,0.77778,3
48073,0.72222,3
48074,0.79167,3
48075,0.73611,3
48076,0.84722,4
48077,0.79167,3
48078,0.80556,4
48079,0.72222,3
48080,0.77778,3
48081,0.61111,3
48082,0.5,2
48083,0.80556,4
48084,0.84722,4
48085,0.88889,4
48086,0.90278,4
48087,0.76389,3
48088,0.61111,3
48089,0.5,2
48090,0.69444,3
48091,0.59722,2
48092,0.40278,2
48093,0.58333,2
48094,0.30556,1
48095,0.38889,1
48096,0.81944,4
48097,0.79167,3
48098,0.73611,3
48099,0.61111,3
48100,0.70833,3
48101,0.625,3
48102,0.61111,3
48103,0.79167,3
48104,0.55556,2
48105,0.61111,3
48106,0.66667,3
48107,0.55556,2
48108,0.80556,4
48109,0.72222,3
48110,0.875,4
48111,0.77778,3
48112,0.70833,3
48113,0.36111,1
48114,0.5,2
48115,0.5,2
48116,0.38889,1
48117,0.54167,2
48118,0.80556,4
48119,0.70833,3
48120,0.80556,4
48121,0.54167,2
48122,0.5,2
48123,0.66667,3
48124,0.65278,3
48125,0.77778,3
48126,0.79167,3
48127,0.55556,2
48128,0.72222,3
48129,0.44444,2
48130,0.94444,4
48131,0.5,2
48132,0.5,2
48133,0.44444,2
48134,0.625,3
48135,0.5,2
48136,0.56944,2
48137,0.5,2
48138,0.77778,3
48139,0.5,2
48140,0.84722,4
48141,0.5,2
48142,0.44444,2
48143,0.5,2
48144,0.43056,2
48145,0.61111,3
48146,0.5,2
48147,0.76389,3
48148,0.83333,4
48149,0.72222,3
48150,0.77778,3
48151,0.47222,2
48152,0.79167,3
48153,0.27778,1
48154,0.84722,4
48155,0.77778,3
48156,0.61111,3
48157,0.52778,2
48158,0.5,2
48159,0.43056,2
48160,0.65278,3
48161,0.5,2
48162,0.68056,3
48163,0.79167,3
48164,0.41667,2
48165,0.51389,2
48166,0.83333,4
48167,0.66667,3
48168,0.88889,4
48169,0.80556,4
48170,0.5,2
48171,0.94444,4
48172,0.875,4
48173,0.90278,4
48174,0.94444,4
48175,0.88889,4
48176,0.55556,2
48177,0.48611,2
48178,0.44444,2
48179,0.48611,2
48180,0.55556,2
48181,0.51389,2
48182,0.55556,2
48183,0.52778,2
48184,0.63889,3
48185,0.5,2
48186,0.51389,2
48187,0.72222,3
48188,0.38889,1
48189,0.70833,3
48190,0.84722,4
48191,0.61111,3
48192,0.5,2
48193,0.5,2
48194,0.41667,2
48195,0.83333,4
48196,0.90278,4
48197,0.5,2
48198,0.5,2
48199,0.55556,2
48200,0.5,2
48201,0.55556,2
48202,0.5,2
48203,0.69444,3
48204,0.77778,3
48205,0.61111,3
48206,0.22222,1
48207,0.5,2
48208,0.47222,2
48209,0.56944,2
48210,0.83333,4
48211,0.55556,2
48212,0.625,3
48213,0.73611,3
48214,0.70833,3
48215,0.5,2
48216,0.48611,2
48217,0.30556,1
48218,0.70833,3
48219,0.5,2
48220,0.38889,1
48221,0.69444,3
48222,0.83333,4
48223,0.76389,3
48224,0.56944,2
48225,0.54167,2
48226,0.58333,2
48227,0.66667,3
48228,0.51389,2
48229,0.875,4
48230,0.69444,3
48231,0.5,2
48232,0.44444,2
48233,0.43056,2
48234,0.27778,1
48235,0.55556,2
48236,0.45833,2
48237,0.58333,2
48238,0.43056,2
48239,0.70833,3
48240,0.84722,4
48241,0.84722,4
48242,0.69444,3
48243,0.625,3
48244,0.19444,0
48245,0.66667,3
48246,0.55556,2
48247,0.54167,2
48248,0.44444,2
48249,0.33333,1
48250,0.81944,4
48251,0.76389,3
48252,0.56944,2
48253,0.5,2
48254,0.63889,3
48255,0.55556,2
48256,0.51389,2
48257,0.5,2
48258,0.66667,3
48259,0.61111,3
48260,0.55556,2
48261,0.55556,2
48262,0.5,2
48263,0.5,2
48264,0.61111,3
48265,0.58333,2
48266,0.44444,2
48267,0.73611,3
48268,0.59722,2
48269,0.625,3
48270,0.70833,3
48271,0.33333,1
48272,0.61111,3
48273,0.52778,2
48274,0.5,2
48275,0.63889,3
48276,0.79167,3
48277,0.5,2
48278,0.77778,3
48279,0.66667,3
48280,0.61111,3
48281,0.625,3
48282,0.75,3
48283,0.55556,2
48284,0.56944,2
48285,0.56944,2
48286,0.81944,4
48287,0.58333,2
48288,0.68056,3
48289,0.77778,3
48290,0.61111,3
48291,0.79167,3
48292,0.79167,3
48293,0.88889,4
48294,0.79167,3
48295,0.61111,3
48296,0.68056,3
48297,0.88889,4
48298,0.47222,2
48299,0.66667,3
48300,0.47222,2
48301,0.48611,2
48302,0.61111,3
48303,0.44444,2
48304,0.5,2
48305,0.51389,2
48306,0.40278,2
48307,0.44444,2
48308,0.27778,1
48309,0.875,4
48310,0.75,3
48311,0.56944,2
48312,0.70833,3
48313,0.84722,4
48314,0.625,3
48315,0.80556,4
48316,0.70833,3
48317,0.625,3
48318,0.69444,3
48319,0.41667,2
48320,0.72222,3
48321,0.68056,3
48322,0.76389,3
48323,0.75,3
48324,0.81944,4
48325,0.26389,1
48326,0.5,2
48327,0.51389,2
48328,0.5,2
48329,0.88889,4
48330,0.83333,4
48331,0.55556,2
48332,0.72222,3
48333,0.79167,3
48334,0.76389,3
48335,0.73611,3
48336,0.5,2
48337,0.5,2
48338,0.69444,3
48339,0.43056,2
48340,0.77778,3
48341,0.79167,3
48342,0.84722,4
48343,0.77778,3
48344,0.86111,4
48345,0.77778,3
48346,0.75,3
48347,0.65278,3
48348,0.70833,3
48349,0.65278,3
48350,0.77778,3
48351,0.70833,3
48352,0.63889,3
48353,0.61111,3
48354,0.68056,3
48355,0.76389,3
48356,0.65278,3
48357,0.70833,3
48358,0.73611,3
48359,0.44444,2
48360,0.44444,2
48361,0.5,2
48362,0.5,2
48363,0.63889,3
48364,0.76389,3
48365,0.70833,3
48366,0.29167,1
48367,0.55556,2
48368,0.66667,3
48369,0.22222,1
48370,0.38889,1
48371,0.63889,3
48372,0.55556,2
48373,0.61111,3
48374,0.52778,2
48375,0.79167,3
48376,0.5,2
48377,0.5,2
48378,0.70833,3
48379,0.72222,3
48380,0.81944,4
48381,0.83333,4
48382,0.90278,4
48383,0.88889,4
48384,0.61111,3
48385,0.83333,4
48386,0.73611,3
48387,0.69444,3
48388,0.80556,4
48389,0.61111,3
48390,0.52778,2
48391,0.72222,3
48392,0.5,2
48393,0.83333,4
48394,0.55556,2
48395,0.5,2
48396,0.30556,1
48397,0.48611,2
48398,0.76389,3
48399,0.55556,2
48400,0.75,3
48401,0.5,2
48402,0.5,2
48403,0.52778,2
48404,0.56944,2
48405,0.44444,2
48406,0.27778,1
48407,0.625,3
48408,0.55556,2
48409,0.55556,2
48410,0.69444,3
48411,0.59722,2
48412,0.58333,2
48413,0.80556,4
48414,0.73611,3
48415,0.83333,4
48416,0.76389,3
48417,0.94444,4
48418,0.83333,4
48419,0.69444,3
48420,0.76389,3
48421,0.83333,4
48422,0.81944,4
48423,0.44444,2
48424,0.5,2
48425,0.5,2
48426,0.5,2
48427,0.51389,2
48428,0.72222,3
48429,0.93056,4
48430,0.88889,4
48431,0.80556,4
48432,0.66667,3
48433,0.91667,4
48434,0.79167,3
48435,0.81944,4
48436,0.88889,4
48437,0.86111,4
48438,0.72222,3
48439,0.72222,3
48440,0.76389,3
48441,0.55556,2
48442,0.5,2
48443,0.77778,3
48444,0.38889,1
48445,0.26389,1
48446,0.65278,3
48447,0.76389,3
48448,0.51389,2
48449,0.30556,1
48450,0.59722,2
48451,0.83333,4
48452,0.61111,3
48453,0.51389,2
48454,0.86111,4
48455,0.86111,4
48456,0.72222,3
48457,0.86111,4
48458,0.23611,1
48459,0.77778,3
48460,0.68056,3
48461,0.66667,3
48462,0.625,3
48463,0.27778,1
48464,0.375,1
48465,0.77778,3
48466,0.56944,2
48467,0.68056,3
48468,0.55556,2
48469,0.83333,4
48470,0.75,3
48471,0.47222,2
48472,0.77778,3
48473,0.56944,2
48474,0.66667,3
48475,0.55556,2
48476,0.54167,2
48477,0.54167,2
48478,0.43056,2
48479,0.43056,2
48480,0.58333,2
48481,0.55556,2
48482,0.5,2
48483,0.5,2
48484,0.51389,2
48485,0.73611,3
48486,0.66667,3
48487,0.83333,4
48488,0.77778,3
48489,0.66667,3
48490,0.86111,4
48491,0.63889,3
48492,0.625,3
48493,0.45833,2
48494,0.45833,2
48495,0.68056,3
48496,0.70833,3
48497,0.77778,3
48498,0.51389,2
48499,0.80556,4
48500,0.79167,3
48501,0.5,2
48502,0.52778,2
48503,0.5,2
48504,0.48611,2
48505,0.55556,2
48506,0.73611,3
48507,0.81944,4
48508,0.70833,3
48509,0.70833,3
48510,0.86111,4
48511,0.75,3
48512,0.84722,4
48513,0.66667,3
48514,0.76389,3
48515,0.77778,3
48516,0.83333,4
48517,0.38889,1
48518,0.77778,3
48519,0.44444,2
48520,0.83333,4
48521,0.73611,3
48522,0.68056,3
48523,0.83333,4
48524,0.44444,2
48525,0.40278,2
48526,0.44444,2
48527,0.33333,1
48528,0.5,2
48529,0.22222,1
48530,0.65278,3
48531,0.66667,3
48532,0.61111,3
48533,0.40278,2
48534,0.58333,2
48535,0.55556,2
48536,0.44444,2
48537,0.51389,2
48538,0.59722,2
48539,0.5,2
48540,0.63889,3
48541,0.51389,2
48542,0.44444,2
48543,0.5,2
48544,0.61111,3
48545,0.51389,2
48546,0.73611,3
48547,0.55556,2
48548,0.70833,3
48549,0.83333,4
48550,0.5,2
48551,0.55556,2
48552,0.61111,3
48553,0.83333,4
48554,0.55556,2
48555,0.44444,2
48556,0.5,2
48557,0.47222,2
48558,0.55556,2
48559,0.5,2
48560,0.5,2
48561,0.5,2
48562,0.44444,2
48563,0.66667,3
48564,0.73611,3
48565,0.5,2
48566,0.72222,3
48567,0.51389,2
48568,0.56944,2
48569,0.5,2
48570,0.55556,2
48571,0.5,2
48572,0.5,2
48573,0.72222,3
48574,0.5,2
48575,0.5,2
48576,0.47222,2
48577,0.44444,2
48578,0.54167,2
48579,0.55556,2
48580,0.61111,3
48581,0.75,3
48582,0.55556,2
48583,0.55556,2
48584,0.80556,4
48585,0.65278,3
48586,0.56944,2
48587,0.73611,3
48588,0.56944,2
48589,0.61111,3
48590,0.73611,3
48591,0.66667,3
48592,0.75,3
48593,0.27778,1
48594,0.22222,1
48595,0.5,2
48596,0.68056,3
48597,0.56944,2
48598,0.5,2
48599,0.55556,2
48600,0.5,2
48601,0.55556,2
48602,0.51389,2
48603,0.79167,3
48604,0.58333,2
48605,0.72222,3
48606,0.5,2
48607,0.59722,2
48608,0.51389,2
48609,0.45833,2
48610,0.61111,3
48611,0.66667,3
48612,0.54167,2
48613,0.73611,3
48614,0.54167,2
48615,0.51389,2
48616,0.68056,3
48617,0.66667,3
48618,0.63889,3
48619,0.66667,3
48620,0.54167,2
48621,0.68056,3
48622,0.69444,3
48623,0.77778,3
48624,0.5,2
48625,0.33333,1
48626,0.40278,2
48627,0.40278,2
48628,0.38889,1
48629,0.55556,2
48630,0.59722,2
48631,0.54167,2
48632,0.47222,2
48633,0.5,2
48634,0.5,2
48635,0.51389,2
48636,0.5,2
48637,0.73611,3
48638,0.83333,4
48639,0.75,3
48640,0.51389,2
48641,0.69444,3
48642,0.55556,2
48643,0.52778,2
48644,0.55556,2
48645,0.55556,2
48646,0.5,2
48647,0.5,2
48648,0.52778,2
48649,0.59722,2
48650,0.79167,3
48651,0.72222,3
48652,0.76389,3
48653,0.70833,3
48654,0.79167,3
48655,0.66667,3
48656,0.55556,2
48657,0.44444,2
48658,0.69444,3
48659,0.55556,2
48660,0.63889,3
48661,0.61111,3
48662,0.5,2
48663,0.5,2
48664,0.5,2
48665,0.5,2
48666,0.56944,2
48667,0.5,2
48668,0.55556,2
48669,0.54167,2
48670,0.58333,2
48671,0.65278,3
48672,0.72222,3
48673,0.5,2
48674,0.48611,2
48675,0.38889,1
48676,0.88889,4
48677,0.80556,4
48678,0.83333,4
48679,0.63889,3
48680,0.55556,2
48681,0.65278,3
48682,0.58333,2
48683,0.5,2
48684,0.75,3
48685,0.68056,3
48686,0.66667,3
48687,0.77778,3
48688,0.80556,4
48689,0.66667,3
48690,0.59722,2
48691,0.79167,3
48692,0.5,2
48693,0.5,2
48694,0.56944,2
48695,0.47222,2
48696,0.52778,2
48697,0.59722,2
48698,0.77778,3
48699,0.70833,3
48700,0.5,2
48701,0.65278,3
48702,0.58333,2
48703,0.61111,3
48704,0.5,2
48705,0.72222,3
48706,0.84722,4
48707,0.66667,3
48708,0.55556,2
48709,0.55556,2
48710,0.5,2
48711,0.51389,2
48712,0.44444,2
48713,0.5,2
48714,0.83333,4
48715,0.44444,2
48716,0.51389,2
48717,0.51389,2
48718,0.5,2
48719,0.29167,1
48720,0.625,3
48721,0.38889,1
48722,0.72222,3
48723,0.5,2
48724,0.51389,2
48725,0.40278,2
48726,0.77778,3
48727,0.54167,2
48728,0.5,2
48729,0.38889,1
48730,0.38889,1
48731,0.23611,1
48732,0.5,2
48733,0.44444,2
48734,0.5,2
48735,0.875,4
48736,0.80556,4
48737,0.61111,3
48738,0.5,2
48739,0.61111,3
48740,0.47222,2
48741,0.59722,2
48742,0.56944,2
48743,0.55556,2
48744,0.44444,2
48745,0.29167,1
48746,0.27778,1
48747,0.58333,2
48748,0.75,3
48749,0.56944,2
48750,0.5,2
48751,0.55556,2
48752,0.83333,4
48753,0.47222,2
48754,0.48611,2
48755,0.54167,2
48756,0.51389,2
48757,0.61111,3
48758,0.36111,1
48759,0.58333,2
48760,0.5,2
48761,0.5,2
48762,0.56944,2
48763,0.70833,3
48764,0.52778,2
48765,0.5,2
48766,0.43056,2
48767,0.59722,2
48768,0.5,2
48769,0.55556,2
48770,0.61111,3
48771,0.26389,1
48772,0.5,2
48773,0.52778,2
48774,0.55556,2
48775,0.51389,2
48776,0.55556,2
48777,0.86111,4
48778,0.63889,3
48779,0.5,2
48780,0.73611,3
48781,0.45833,2
48782,0.30556,1
48783,0.5,2
48784,0.20833,1
48785,0.19444,0
48786,0.55556,2
48787,0.68056,3
48788,0.52778,2
48789,0.73611,3
48790,0.5,2
48791,0.41667,2
48792,0.51389,2
48793,0.83333,4
48794,0.58333,2
48795,0.55556,2
48796,0.75,3
48797,0.66667,3
48798,0.47222,2
48799,0.55556,2
48800,0.77778,3
48801,0.77778,3
48802,0.52778,2
48803,0.5,2
48804,0.69444,3
48805,0.77778,3
48806,0.63889,3
48807,0.66667,3
48808,0.83333,4
48809,0.75,3
48810,0.33333,1
48811,0.55556,2
48812,0.52778,2
48813,0.61111,3
48814,0.27778,1
48815,0.5,2
48816,0.5,2
48817,0.36111,1
48818,0.38889,1
48819,0.61111,3
48820,0.625,3
48821,0.61111,3
48822,0.48611,2
48823,0.20833,1
48824,0.16667,0
48825,0.55556,2
48826,0.48611,2
48827,0.51389,2
48828,0.54167,2
48829,0.56944,2
48830,0.68056,3
48831,0.56944,2
48832,0.76389,3
48833,0.63889,3
48834,0.69444,3
48835,0.88889,4
48836,0.5,2
48837,0.625,3
48838,0.68056,3
48839,0.40278,2
48840,0.29167,1
48841,0.25,1
48842,0.76389,3
48843,0.90278,4
48844,0.51389,2
48845,0.69444,3
48846,0.55556,2
48847,0.81944,4
48848,0.54167,2
48849,0.875,4
48850,0.88889,4
48851,0.88889,4
48852,0.5,2
48853,0.40278,2
48854,0.70833,3
48855,0.68056,3
48856,0.77778,3
48857,0.875,4
48858,0.84722,4
48859,0.86111,4
48860,0.72222,3
48861,0.5,2
48862,0.70833,3
48863,0.68056,3
48864,0.38889,1
48865,0.63889,3
48866,0.47222,2
48867,0.61111,3
48868,0.59722,2
48869,0.5,2
48870,0.69444,3
48871,0.76389,3
48872,0.73611,3
48873,0.81944,4
48874,0.5,2
48875,0.61111,3
48876,0.65278,3
48877,0.66667,3
48878,0.38889,1
48879,0.44444,2
48880,0.54167,2
48881,0.5,2
48882,0.5,2
48883,0.80556,4
48884,0.72222,3
48885,0.95833,4
48886,0.79167,3
48887,0.80556,4
48888,0.61111,3
48889,0.51389,2
48890,0.93056,4
48891,0.69444,3
48892,0.79167,3
48893,0.69444,3
48894,0.66667,3
48895,0.59722,2
48896,0.54167,2
48897,0.55556,2
48898,0.5,2
48899,0.77778,3
48900,0.5,2
48901,0.43056,2
48902,0.61111,3
48903,0.75,3
48904,0.80556,4
48905,0.91667,4
48906,0.63889,3
48907,0.65278,3
48908,0.75,3
48909,0.55556,2
48910,0.55556,2
48911,0.59722,2
48912,0.47222,2
48913,0.51389,2
48914,0.41667,2
48915,0.44444,2
48916,0.40278,2
48917,0.56944,2
48918,0.69444,3
48919,0.83333,4
48920,0.75,3
48921,0.86111,4
48922,0.70833,3
48923,0.79167,3
48924,0.75,3
48925,0.51389,2
48926,0.73611,3
48927,0.70833,3
48928,0.79167,3
48929,0.73611,3
48930,0.72222,3
48931,0.79167,3
48932,0.52778,2
48933,0.84722,4
48934,0.69444,3
48935,0.5,2
48936,0.55556,2
48937,0.58333,2
48938,0.94444,4
48939,0.88889,4
48940,0.95833,4
48941,0.90278,4
48942,0.69444,3
48943,0.55556,2
48944,0.55556,2
48945,0.34722,1
48946,0.40278,2
48947,0.44444,2
48948,0.5,2
48949,0.88889,4
48950,0.88889,4
48951,0.93056,4
48952,0.65278,3
48953,0.66667,3
48954,0.81944,4
48955,0.47222,2
48956,0.58333,2
48957,0.72222,3
48958,0.80556,4
48959,0.63889,3
48960,0.75,3
48961,0.61111,3
48962,0.68056,3
48963,0.66667,3
48964,0.69444,3
48965,0.80556,4
48966,0.63889,3
48967,0.63889,3
48968,0.83333,4
48969,0.72222,3
48970,0.55556,2
48971,0.5,2
48972,0.5,2
48973,0.58333,2
48974,0.69444,3
48975,0.59722,2
48976,0.76389,3
48977,0.625,3
48978,0.625,3
48979,0.59722,2
48980,0.77778,3
48981,0.80556,4
48982,0.54167,2
48983,0.51389,2
48984,0.55556,2
48985,0.66667,3
48986,0.93056,4
48987,0.70833,3
48988,0.68056,3
48989,0.83333,4
48990,0.93056,4
48991,0.90278,4
48992,0.625,3
48993,0.41667,2
48994,0.86111,4
48995,0.59722,2
48996,0.27778,1
48997,0.65278,3
48998,0.19444,0
48999,0.48611,2
49000,0.36111,1
49001,0.61111,3
49002,0.55556,2
49003,0.76389,3
49004,0.5,2
49005,0.43056,2
49006,0.47222,2
49007,0.40278,2
49008,0.40278,2
49009,0.73611,3
49010,0.69444,3
49011,0.55556,2
49012,0.51389,2
49013,0.5,2
49014,0.47222,2
49015,0.375,1
49016,0.5,2
49017,0.5,2
49018,0.58333,2
49019,0.47222,2
49020,0.5,2
49021,0.38889,1
49022,0.5,2
49023,0.73611,3
49024,0.5,2
49025,0.5,2
49026,0.55556,2
49027,0.5,2
49028,0.56944,2
49029,0.5,2
49030,0.55556,2
49031,0.5,2
49032,0.61111,3
49033,0.51389,2
49034,0.75,3
49035,0.51389,2
49036,0.41667,2
49037,0.29167,1
49038,0.54167,2
49039,0.48611,2
49040,0.63889,3
49041,0.41667,2
49042,0.61111,3
49043,0.52778,2
49044,0.58333,2
49045,0.70833,3
49046,0.59722,2
49047,0.59722,2
49048,0.66667,3
49049,0.45833,2
49050,0.52778,2
49051,0.59722,2
49052,0.55556,2
49053,0.625,3
49054,0.45833,2
49055,0.55556,2
49056,0.5,2
49057,0.5,2
49058,0.33333,1
49059,0.77778,3
49060,0.51389,2
49061,0.5,2
49062,0.47222,2
49063,0.63889,3
49064,0.84722,4
49065,0.66667,3
49066,0.84722,4
49067,0.72222,3
49068,0.5,2
49069,0.55556,2
49070,0.63889,3
49071,0.51389,2
49072,0.44444,2
49073,0.44444,2
49074,0.63889,3
49075,0.56944,2
49076,0.33333,1
49077,0.51389,2
49078,0.63889,3
49079,0.5,2
49080,0.5,2
49081,0.54167,2
49082,0.41667,2
49083,0.33333,1
49084,0.5,2
49085,0.70833,3
49086,0.5,2
49087,0.5,2
49088,0.52778,2
49089,0.54167,2
49090,0.5,2
49091,0.29167,1
49092,0.5,2
49093,0.68056,3
49094,0.5,2
49095,0.5,2
49096,0.5,2
49097,0.5,2
49098,0.5,2
49099,0.69444,3
49100,0.58333,2
49101,0.55556,2
49102,0.66667,3
49103,0.48611,2
49104,0.63889,3
49105,0.72222,3
49106,0.72222,3
49107,0.63889,3
49108,0.58333,2
49109,0.5,2
49110,0.27778,1
49111,0.27778,1
49112,0.76389,3
49113,0.84722,4
49114,0.52778,2
49115,0.66667,3
49116,0.63889,3
49117,0.5,2
49118,0.63889,3
49119,0.5,2
49120,0.44444,2
49121,0.5,2
49122,0.5,2
49123,0.48611,2
49124,0.18056,0
49125,0.51389,2
49126,0.65278,3
49127,0.56944,2
49128,0.40278,2
49129,0.68056,3
49130,0.625,3
49131,0.72222,3
49132,0.5,2
49133,0.45833,2
49134,0.45833,2
49135,0.54167,2
49136,0.5,2
49137,0.80556,4
49138,0.73611,3
49139,0.72222,3
49140,0.66667,3
49141,0.69444,3
49142,0.72222,3
49143,0.86111,4
49144,0.81944,4
49145,0.70833,3
49146,0.90278,4
49147,0.83333,4
49148,0.70833,3
49149,0.5,2
49150,0.75,3
49151,0.76389,3
49152,0.44444,2
49153,0.33333,1
49154,0.45833,2
49155,0.68056,3
49156,0.625,3
49157,0.59722,2
49158,0.68056,3
49159,0.41667,2
49160,0.84722,4
49161,0.86111,4
49162,0.29167,1
49163,0.73611,3
49164,0.86111,4
49165,0.27778,1
49166,0.73611,3
49167,0.41667,2
49168,0.625,3
49169,0.56944,2
49170,0.34722,1
49171,0.43056,2
49172,0.16667,0
49173,0.58333,2
49174,0.43056,2
49175,0.36111,1
49176,0.88889,4
49177,0.83333,4
49178,0.65278,3
49179,0.63889,3
49180,0.5,2
49181,0.65278,3
49182,0.48611,2
49183,0.5,2
49184,0.59722,2
49185,0.5,2
49186,0.59722,2
49187,0.52778,2
49188,0.36111,1
49189,0.63889,3
49190,0.72222,3
49191,0.68056,3
49192,0.66667,3
49193,0.83333,4
49194,0.72222,3
49195,0.63889,3
49196,0.68056,3
49197,0.80556,4
49198,0.5,2
49199,0.63889,3
49200,0.66667,3
49201,0.55556,2
49202,0.70833,3
49203,0.77778,3
49204,0.56944,2
49205,0.65278,3
49206,0.44444,2
49207,0.5,2
49208,0.75,3
49209,0.69444,3
49210,0.625,3
49211,0.33333,1
49212,0.77778,3
49213,0.56944,2
49214,0.38889,1
49215,0.44444,2
49216,0.5,2
49217,0.70833,3
49218,0.5,2
49219,0.5,2
49220,0.5,2
49221,0.5,2
49222,0.66667,3
49223,0.81944,4
49224,0.73611,3
49225,0.5,2
49226,0.51389,2
49227,0.76389,3
49228,0.19444,0
49229,0.27778,1
49230,0.63889,3
49231,0.51389,2
49232,0.73611,3
49233,0.59722,2
49234,0.73611,3
49235,0.61111,3
49236,0.69444,3
49237,0.5,2
49238,0.51389,2
49239,0.5,2
49240,0.5,2
49241,0.55556,2
49242,0.55556,2
49243,0.72222,3
49244,0.55556,2
49245,0.5,2
49246,0.5,2
49247,0.77778,3
49248,0.73611,3
49249,0.56944,2
49250,0.77778,3
49251,0.63889,3
49252,0.38889,1
49253,0.66667,3
49254,0.69444,3
49255,0.5,2
49256,0.5,2
49257,0.5,2
49258,0.72222,3
49259,0.83333,4
49260,0.69444,3
49261,0.66667,3
49262,0.44444,2
49263,0.097222,0
49264,0.51389,2
49265,0.88889,4
49266,0.75,3
49267,0.5,2
49268,0.73611,3
49269,0.86111,4
49270,0.86111,4
49271,0.5,2
49272,0.66667,3
49273,0.66667,3
49274,0.79167,3
49275,0.63889,3
49276,0.61111,3
49277,0.75,3
